Update Time Stamp,Tested As Of,Daily RTPCR Samples Collected_ICMR Application,Total RTPCR Samples Collected_ICMR Application,Total Samples Tested,Total Individuals Tested,Total Positive Cases,Tests conducted by Private Labs,Sample Reported today,Positive cases from samples reported,Source,Source 1,Source 3,Test positivity rate,Test positivity last 7 days,Individuals Tested Per Confirmed Case,Tests Per Confirmed Case,Tests per million
04/08/2020 09:00:00,03/08/2020,310481,12818087,20864750,,,,661892,,http://twitter.com/ICMRDELHI/status/1290484131848024066,https://t.me/Covid19india_Auxiliary_Test_Data/1522,,8.89%,10.36%,,,15654
05/08/2020 09:00:00,04/08/2020,310226,13128313,21484402,,,,619652,,http://twitter.com/ICMRDELHI/status/1290849286985404417,https://t.me/Covid19india_Auxiliary_Test_Data/1540,,8.87%,9.78%,,,16119
06/08/2020 09:00:00,05/08/2020,316470,13444783,22149351,,,,664949,,http://twitter.com/ICMRDELHI/status/1291210644855730176,https://t.me/Covid19india_Auxiliary_Test_Data/1560,,8.86%,9.76%,,,16617
07/08/2020 09:00:00,06/08/2020,330118,13774901,22788393,,,,639042,,http://twitter.com/ICMRDELHI/status/1291581826817908737,https://t.me/Covid19india_Auxiliary_Test_Data/1574,,8.89%,9.57%,,,17097
08/08/2020 09:00:00,07/08/2020,313118,14088019,23387171,,,,598778,,http://twitter.com/ICMRDELHI/status/1291945755314249731,https://t.me/Covid19india_Auxiliary_Test_Data/1596,,8.92%,9.39%,,,17546
09/08/2020 09:00:00,08/08/2020,177363,14265382,24106535,,,,719364,,http://twitter.com/ICMRDELHI/status/1292303919930945537,https://t.me/Covid19india_Auxiliary_Test_Data/1622,,8.93%,8.89%,,,18086
10/08/2020 09:00:00,09/08/2020,178394,14377704,24583558,,,,477023,,https://twitter.com/ICMRDELHI/status/1292671584549789696,https://t.me/Covid19india_Auxiliary_Test_Data/1642,https://t.me/Covid19india_Auxiliary_Test_Data/1889,9.01%,9.65%,,,18444
11/08/2020 09:00:00,10/08/2020,365020,14742724,25281848,,,,698290,,http://twitter.com/ICMRDELHI/status/1293043854820519936,https://t.me/Covid19india_Auxiliary_Test_Data/1660,https://t.me/Covid19india_Auxiliary_Test_Data/1891,8.97%,9.49%,,,18968
12/08/2020 09:00:00,11/08/2020,368344,15111068,26015297,,,,733449,,https://twitter.com/ICMRDELHI/status/1293400350183940096,https://t.me/Covid19india_Auxiliary_Test_Data/1677,https://t.me/Covid19india_Auxiliary_Test_Data/1891,8.95%,9.45%,,,19518
13/08/2020 09:00:00,12/08/2020,392348,15503416,26845688,,,,830391,,https://twitter.com/ICMRDELHI/status/1293766272744697856?s=20,https://t.me/Covid19india_Auxiliary_Test_Data/1692,https://t.me/Covid19india_Auxiliary_Test_Data/1891,8.92%,9.12%,,,20141
14/08/2020 09:00:00,13/08/2020,410635,15914051,27694416,,,,848728,,http://twitter.com/ICMRDELHI/status/1294118346384797697,https://t.me/Covid19india_Auxiliary_Test_Data/1704,https://t.me/Covid19india_Auxiliary_Test_Data/1891,8.88%,8.65%,,,20778
15/08/2020 09:00:00,14/08/2020,391987,16306038,28563095,,,,868679,,http://twitter.com/ICMRDELHI/status/1294485146712698880,https://t.me/Covid19india_Auxiliary_Test_Data/1724,https://t.me/Covid19india_Auxiliary_Test_Data/1891,8.84%,8.37%,,,21429
16/08/2020 09:00:00,15/08/2020,262944,16568982,29309703,,,,746608,,http://twitter.com/ICMRDELHI/status/1294841110259326976,https://t.me/Covid19india_Auxiliary_Test_Data/1739,https://t.me/Covid19india_Auxiliary_Test_Data/1891,8.83%,7.94%,,,21989
17/08/2020 09:00:00,16/08/2020,234952,16803934,30041400,,,,731697,,http://twitter.com/ICMRDELHI/status/1295198089125355521,https://t.me/Covid19india_Auxiliary_Test_Data/1752,,8.81%,7.99%,,,22538
18/08/2020 09:00:00,17/08/2020,447058,17250992,30941264,,,,899864,,https://twitter.com/ICMRDELHI/status/1295561779540459520,https://t.me/Covid19india_Auxiliary_Test_Data/1771,https://t.me/Covid19india_Auxiliary_Test_Data/1894,8.73%,7.58%,,,23213
19/08/2020 09:00:00,18/08/2020,438072,17689064,31742782,,,,801518,,http://twitter.com/ICMRDELHI/status/1295929066009182210,https://t.me/Covid19india_Auxiliary_Test_Data/1791,https://t.me/Covid19india_Auxiliary_Test_Data/1894,8.72%,7.58%,,,23815
20/08/2020 09:00:00,19/08/2020,424438,18113502,32661252,,,,918470,,https://twitter.com/ICMRDELHI/status/1296296417372250113,https://t.me/Covid19india_Auxiliary_Test_Data/1804,https://t.me/Covid19india_Auxiliary_Test_Data/1894,8.68%,7.57%,,,24504
21/08/2020 09:00:00,20/08/2020,423479,18536981,33467237,,,,805985,,http://twitter.com/ICMRDELHI/status/1296650359285243905,https://t.me/Covid19india_Auxiliary_Test_Data/1820,https://t.me/Covid19india_Auxiliary_Test_Data/1894,8.68%,7.73%,,,25109
22/08/2020 09:00:00,21/08/2020,416067,18953048,34491073,,,,1023836,,http://twitter.com/ICMRDELHI/status/1297010234624315393,https://t.me/Covid19india_Auxiliary_Test_Data/1839,https://t.me/Covid19india_Auxiliary_Test_Data/1879,8.62%,7.41%,,,25877
23/08/2020 09:00:00,22/08/2020,331560,19284608,35292220,,,,801147,,https://twitter.com/ICMRDELHI/status/1297387806818353152,https://t.me/Covid19india_Auxiliary_Test_Data/1862,https://t.me/Covid19india_Auxiliary_Test_Data/1881,8.62%,7.54%,,,26478
24/08/2020 09:00:00,23/08/2020,256070,19540678,35902137,,,,609917,,https://twitter.com/ICMRDELHI/status/1297742879255719936?s=20,https://t.me/Covid19india_Auxiliary_Test_Data/1874,https://t.me/Covid19india_Auxiliary_Test_Data/1875,8.65%,8.14%,,,26935
25/08/2020 09:00:00,24/08/2020,458481,19999159,36827520,,,,925383,,https://twitter.com/ICMRDELHI/status/1298107913597153280?s=20,https://t.me/Covid19india_Auxiliary_Test_Data/1904,https://t.me/Covid19india_Auxiliary_Test_Data/1902,8.59%,7.83%,,,27630
26/08/2020 09:00:00,25/08/2020,474795,20473954,37651512,,,,823992,,https://twitter.com/ICMRDELHI/status/1298463649770553344?s=20,https://t.me/Covid19india_Auxiliary_Test_Data/1923,https://t.me/Covid19india_Auxiliary_Test_Data/1920,8.58%,7.93%,,,28248
27/08/2020 09:00:00,26/08/2020,473145,20947099,38576510,,,,924998,,https://twitter.com/ICMRDELHI/status/1298823131100938241?s=20,https://t.me/Covid19india_Auxiliary_Test_Data/1944,https://t.me/Covid19india_Auxiliary_Test_Data/1941,8.57%,7.90%,,,28942
28/08/2020 09:00:00,27/08/2020,458987,21406086,39477848,,,,901338,,https://twitter.com/ICMRDELHI/status/1299192086776786944?s=20,https://t.me/Covid19india_Auxiliary_Test_Data/1964,https://t.me/Covid19india_Auxiliary_Test_Data/1961,8.57%,8.25%,,,29618
29/08/2020 09:00:00,28/08/2020,450468,21856554,40406609,,,,928761,,https://twitter.com/ICMRDELHI/status/1299572890631770112?s=20,https://t.me/Covid19india_Auxiliary_Test_Data/1985,https://t.me/Covid19india_Auxiliary_Test_Data/1982,8.57%,8.17%,,,30315
30/08/2020 09:00:00,29/08/2020,431191,22287745,41461636,,,,1055027,,http://twitter.com/ICMRDELHI/status/1299912932717813761,https://t.me/Covid19india_Auxiliary_Test_Data/2002,https://t.me/Covid19india_Auxiliary_Test_Data/2004?single,8.54%,7.82%,,,31106
31/08/2020 09:00:00,30/08/2020,257124,22544869,42307914,,,,846278,,https://twitter.com/ICMRDELHI/status/1300277342275690497?s=20,https://t.me/Covid19india_Auxiliary_Test_Data/2038,https://t.me/Covid19india_Auxiliary_Test_Data/2036,8.55%,8.29%,,,31741
01/09/2020 09:00:00,31/08/2020,481071,23025940,43324834,,,,1016920,,https://twitter.com/ICMRDELHI/status/1300631123190374403?s=20,https://t.me/Covid19india_Auxiliary_Test_Data/2058,https://t.me/Covid19india_Auxiliary_Test_Data/2050,8.51%,8.04%,,,32504
02/09/2020 09:00:00,01/09/2020,460496,23486436,44337201,,,,1012367,,https://twitter.com/ICMRDELHI/status/1300994754692358144?s=20,https://t.me/Covid19india_Auxiliary_Test_Data/2080,https://t.me/Covid19india_Auxiliary_Test_Data/2078,8.49%,7.96%,,,33264
03/09/2020 09:00:00,02/09/2020,447027,23933463,45509380,,,,1172179,,https://twitter.com/ICMRDELHI/status/1301358861308157953?s=20,https://t.me/Covid19india_Auxiliary_Test_Data/2107,https://t.me/Covid19india_Auxiliary_Test_Data/2104,8.46%,7.70%,,,34143
04/09/2020 09:00:00,03/09/2020,452079,24385542,46679145,,,,1169765,,https://twitter.com/ICMRDELHI/status/1301719643657175040?s=20,https://t.me/Covid19india_Auxiliary_Test_Data/2132,https://t.me/Covid19india_Auxiliary_Test_Data/2130,8.43%,7.52%,,,35021
05/09/2020 09:00:00,04/09/2020,466152,24851694,47738491,,,,1059346,,https://twitter.com/ICMRDELHI/status/1302095137435086848?s=20,https://t.me/Covid19india_Auxiliary_Test_Data/2154,https://t.me/Covid19india_Auxiliary_Test_Data/2152,8.42%,7.66%,,,35816
06/09/2020 09:00:00,05/09/2020,437621,25289315,48831145,,,,1092654,,http://twitter.com/ICMRDELHI/status/1302441910481559552,https://t.me/Covid19india_Auxiliary_Test_Data/2181,https://t.me/Covid19india_Auxiliary_Test_Data/2179,8.42%,7.54%,,,36635
07/09/2020 09:00:00,06/09/2020,258804,25548119,49551507,,,,720362,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_07Sept2020.pdf,https://t.me/Covid19india_Auxiliary_Test_Data/2204,https://t.me/Covid19india_Auxiliary_Test_Data/2208,8.48%,8.26%,,,37176
08/09/2020 09:00:00,07/09/2020,467276,26015395,50650128,,,,1098621,,http://twitter.com/ICMRDELHI/status/1303170261689094144,https://t.me/Covid19india_Auxiliary_Test_Data/2234,https://t.me/Covid19india_Auxiliary_Test_Data/2232,8.45%,8.10%,,,38000
09/09/2020 09:00:00,08/09/2020,487554,26502949,51804677,,,,1154549,,https://twitter.com/ICMRDELHI/status/1303528964766408704?s=20,https://t.me/Covid19india_Auxiliary_Test_Data/2253,https://t.me/Covid19india_Auxiliary_Test_Data/2250,8.43%,8.24%,,,38866
10/09/2020 09:00:00,09/09/2020,480433,26983382,52934433,,,,1129756,,http://twitter.com/ICMRDELHI/status/1303895987639918595,https://t.me/Covid19india_Auxiliary_Test_Data/2271,https://t.me/Covid19india_Auxiliary_Test_Data/2269,8.43%,8.47%,,,39714
11/09/2020 09:00:00,10/09/2020,474975,27458357,54097975,,,,1163542,,http://twitter.com/ICMRDELHI/status/1304256905628585984,https://t.me/Covid19india_Auxiliary_Test_Data/2293,https://t.me/Covid19india_Auxiliary_Test_Data/2294,8.43%,8.48%,,,40587
12/09/2020 09:00:00,11/09/2020,473131,27931488,55189226,,,,1091251,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_12Sept2020.pdf,https://t.me/Covid19india_Auxiliary_Test_Data/2317,https://t.me/Covid19india_Auxiliary_Test_Data/2315,8.44%,8.60%,,,41405
13/09/2020 09:00:00,12/09/2020,444887,28376375,56260928,,,,1071702,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_13Sept2020.pdf,https://t.me/Covid19india_Auxiliary_Test_Data/2334,https://t.me/Covid19india_Auxiliary_Test_Data/2335,8.45%,8.19%,,,42209
14/09/2020 09:00:00,13/09/2020,263973,28640348,57239428,,,,978500,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_14Sept2020.pdf,https://t.me/Covid19india_Auxiliary_Test_Data/2357,https://t.me/Covid19india_Auxiliary_Test_Data/2355,8.46%,8.61%,,,42944
15/09/2020 09:00:00,14/09/2020,485458,29125806,58312273,,,,1072845,,http://twitter.com/ICMRDELHI/status/1305699536300511232,https://t.me/Covid19india_Auxiliary_Test_Data/2377,https://t.me/Covid19india_Auxiliary_Test_Data/2375,8.45%,8.60%,,,43748
16/09/2020 09:00:00,15/09/2020,496917,29622723,59429115,,,,1116842,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_16Sept2020.pdf,https://t.me/Covid19india_Auxiliary_Test_Data/2401,https://t.me/Covid19india_Auxiliary_Test_Data/2398,8.44%,8.55%,,,44586
17/09/2020 09:00:00,16/09/2020,488309,30111032,60565728,,,,1136613,,http://twitter.com/ICMRDELHI/status/1306426219882258433,https://t.me/Covid19india_Auxiliary_Test_Data/2419,https://t.me/Covid19india_Auxiliary_Test_Data/2420,8.45%,8.60%,,,45439
18/09/2020 09:00:00,17/09/2020,416189,30527221,61572343,,,,1006615,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_18Sept2020.pdf,https://t.me/Covid19india_Auxiliary_Test_Data/2436,https://t.me/Covid19india_Auxiliary_Test_Data/2437,8.47%,8.70%,,,46194
19/09/2020 09:00:00,18/09/2020,477426,31004647,62454254,,,,881911,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_19Sept2020.pdf,https://t.me/Covid19india_Auxiliary_Test_Data/2453,https://t.me/Covid19india_Auxiliary_Test_Data/2451,8.50%,8.94%,,,46856
20/09/2020 09:00:00,19/09/2020,454782,31459429,63661060,,,,1206806,,http://twitter.com/ICMRDELHI/status/1307521264051912704,https://t.me/Covid19india_Auxiliary_Test_Data/2470,https://t.me/Covid19india_Auxiliary_Test_Data/2471,8.48%,8.61%,,,47761
21/09/2020 09:00:00,20/09/2020,284397,31743826,64392594,,,,731534,,http://twitter.com/ICMRDELHI/status/1307882901397073920,https://t.me/Covid19india_Auxiliary_Test_Data/2491,https://t.me/Covid19india_Auxiliary_Test_Data/2492,8.52%,9.19%,,,48310
22/09/2020 09:00:00,21/09/2020,502378,32246204,65325779,,,,933185,,http://twitter.com/ICMRDELHI/status/1308247067198799873,https://t.me/Covid19india_Auxiliary_Test_Data/2511,https://t.me/Covid19india_Auxiliary_Test_Data/2512,8.51%,9.19%,,,49010
23/09/2020 09:00:00,22/09/2020,477203,32723407,66279462,,,,953683,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_23Sept2020.pdf,https://t.me/Covid19india_Auxiliary_Test_Data/2535,https://t.me/Covid19india_Auxiliary_Test_Data/2536,8.51%,9.23%,,,49726
24/09/2020 09:00:00,23/09/2020,467424,33190831,67436031,,,,1156569,,http://twitter.com/ICMRDELHI/status/1308967193292365825,https://t.me/Covid19india_Auxiliary_Test_Data/2555,https://t.me/Covid19india_Auxiliary_Test_Data/2557?single,8.50%,8.83%,,,50593
25/09/2020 09:00:00,24/09/2020,455629,33646460,68928440,,,,1492409,,http://twitter.com/ICMRDELHI/status/1309329991100817409,https://t.me/Covid19india_Auxiliary_Test_Data/2597,https://t.me/Covid19india_Auxiliary_Test_Data/2595,8.44%,7.88%,,,51713
26/09/2020 09:00:00,25/09/2020,449466,34095926,70269975,,,,1341535,,http://twitter.com/ICMRDELHI/status/1309693135790854144,https://t.me/Covid19india_Auxiliary_Test_Data/2615,https://t.me/Covid19india_Auxiliary_Test_Data/2613,8.40%,7.62%,,,52720
27/09/2020 09:00:00,26/09/2020,445709,34541635,71257836,,,,987861,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_27Sept2020.pdf,https://t.me/Covid19india_Auxiliary_Test_Data/2642,https://t.me/Covid19india_Auxiliary_Test_Data/2639,8.41%,7.36%,,,53461
28/09/2020 09:00:00,27/09/2020,280943,34822578,71967230,,,,709394,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_28Sept2020.pdf,https://t.me/Covid19india_Auxiliary_Test_Data/2661,https://t.me/Covid19india_Auxiliary_Test_Data/2662,8.44%,7.73%,,,53993
29/09/2020 09:00:00,28/09/2020,588645,35411223,73110041,,,,1142811,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_29Sept2020.pdf,https://t.me/Covid19india_Auxiliary_Test_Data/2685,https://t.me/Covid19india_Auxiliary_Test_Data/2682,8.40%,7.31%,,,54850
30/09/2020 09:00:00,29/09/2020,591125,36002348,74196729,,,,1086688,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_30Sept2020.pdf,https://t.me/Covid19india_Auxiliary_Test_Data/2709,https://t.me/Covid19india_Auxiliary_Test_Data/2707,8.39%,7.30%,,,55666
01/10/2020 09:00:00,30/09/2020,581367,36583715,75619781,,,,1423052,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_01Oct2020.pdf,https://t.me/Covid19india_Auxiliary_Test_Data/2729,https://t.me/Covid19india_Auxiliary_Test_Data/2727,8.34%,7.39%,,,56733
02/10/2020 09:00:00,01/10/2020,501362,37085077,76717728,,,,1097947,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_02Oct2020.pdf,https://t.me/Covid19india_Auxiliary_Test_Data/2742,https://t.me/Covid19india_Auxiliary_Test_Data/2743,8.33%,7.60%,,,57557
03/10/2020 09:00:00,02/10/2020,382957,37468034,77850403,,,,1132675,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_03Oct2020.pdf,https://t.me/Covid19india_Auxiliary_Test_Data/2765,https://t.me/Covid19india_Auxiliary_Test_Data/2770,8.31%,7.30%,,,58407
04/10/2020 09:00:00,03/10/2020,463646,37931680,78992534,,,,1142131,,http://twitter.com/ICMRDELHI/status/1312595656842698753,https://t.me/Covid19india_Auxiliary_Test_Data/2784,https://t.me/Covid19india_Auxiliary_Test_Data/2782,8.29%,6.75%,,,59264
05/10/2020 09:00:00,04/10/2020,280597,38212277,79982394,,,,989860,,http://twitter.com/ICMRDELHI/status/1312955037144891392,https://t.me/Covid19india_Auxiliary_Test_Data/2802,https://t.me/Covid19india_Auxiliary_Test_Data/2800,8.28%,6.97%,,,60006
06/10/2020 09:00:00,05/10/2020,505659,38717936,81071797,,,,1089503,,http://twitter.com/ICMRDELHI/status/1313322633006473217,https://t.me/Covid19india_Auxiliary_Test_Data/2822,https://t.me/Covid19india_Auxiliary_Test_Data/2823,8.24%,6.67%,,,60824
07/10/2020 09:00:00,06/10/2020,501236,39219172,82271654,,,,1199857,,http://twitter.com/ICMRDELHI/status/1313681967225794560,https://t.me/Covid19india_Auxiliary_Test_Data/2845,https://t.me/Covid19india_Auxiliary_Test_Data/2846,8.21%,6.67%,,,61724
08/10/2020 09:00:00,07/10/2020,510461,39729633,83465975,,,,1194321,,https://twitter.com/ICMRDELHI/status/1314043766722891776/photo/1,https://t.me/Covid19india_Auxiliary_Test_Data/2870?single,https://t.me/Covid19india_Auxiliary_Test_Data/2868,8.19%,6.53%,,,62620
09/10/2020 09:00:00,08/10/2020,499707,40229340,84634680,,,,1168705,,http://twitter.com/ICMRDELHI/status/1314436130092150785,https://t.me/Covid19india_Auxiliary_Test_Data/2891,https://t.me/Covid19india_Auxiliary_Test_Data/2892,8.16%,6.37%,,,63497
10/10/2020 09:00:00,09/10/2020,500344,40729684,85798698,,,,1164018,,http://twitter.com/ICMRDELHI/status/1314769857041231873,https://t.me/Covid19india_Auxiliary_Test_Data/2909,https://t.me/Covid19india_Auxiliary_Test_Data/2907,8.13%,6.31%,,,64370
11/10/2020 09:00:00,10/10/2020,469497,41199181,86877242,,,,1078544,,http://twitter.com/ICMRDELHI/status/1315130096689111045,https://t.me/Covid19india_Auxiliary_Test_Data/2922,https://t.me/Covid19india_Auxiliary_Test_Data/2934,8.12%,6.23%,,,65179
12/10/2020 09:00:00,11/10/2020,287718,41486899,87872093,,,,994851,,https://twitter.com/ICMRDELHI/status/1315497605456039937/photo/1,https://t.me/Covid19india_Auxiliary_Test_Data/2943,https://t.me/Covid19india_Auxiliary_Test_Data/2950,8.10%,6.43%,,,65925
13/10/2020 09:00:00,12/10/2020,581322,42068221,88945107,,,,1073014,,http://twitter.com/ICMRDELHI/status/1315855012623335424,https://t.me/Covid19india_Auxiliary_Test_Data/2963,https://t.me/Covid19india_Auxiliary_Test_Data/2964,8.07%,6.28%,,,66731
14/10/2020 09:00:00,13/10/2020,576342,42644563,90090122,,,,1145015,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_14Oct2020.pdf,https://t.me/Covid19india_Auxiliary_Test_Data/2986,https://t.me/Covid19india_Auxiliary_Test_Data/2984,8.03%,6.10%,,,67590
15/10/2020 09:00:00,14/10/2020,554307,43198870,91226305,,,,1136183,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_15Oct2020.pdf,https://t.me/Covid19india_Auxiliary_Test_Data/2999,https://t.me/Covid19india_Auxiliary_Test_Data/3000,8.01%,6.09%,,,68442
16/10/2020 09:00:00,15/10/2020,494383,43693253,92254927,,,,1028622,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_16Oct2020.pdf,https://t.me/Covid19india_Auxiliary_Test_Data/3020,https://t.me/Covid19india_Auxiliary_Test_Data/3018,7.99%,6.06%,,,69214
17/10/2020 09:00:00,16/10/2020,484845,44178098,93254017,,,,999090,,http://twitter.com/ICMRDELHI/status/1317307451083878401,https://t.me/Covid19india_Auxiliary_Test_Data/3041,https://t.me/Covid19india_Auxiliary_Test_Data/3039,7.97%,5.95%,,,69963
18/10/2020 09:00:00,17/10/2020,427118,44605216,94224190,,,,970173,,http://twitter.com/ICMRDELHI/status/1317670159289516034,https://t.me/Covid19india_Auxiliary_Test_Data/3059,https://t.me/Covid19india_Auxiliary_Test_Data/3060,7.95%,5.88%,,,70691
19/10/2020 09:00:00,18/10/2020,262975,44868191,95083976,,,,859786,,http://twitter.com/ICMRDELHI/status/1318037255374602240,https://t.me/Covid19india_Auxiliary_Test_Data/3078,https://t.me/Covid19india_Auxiliary_Test_Data/3079,7.94%,6.12%,,,71336
20/10/2020 09:00:00,19/10/2020,495081,45363272,96116771,,,,1032795,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_20Oct2020.pdf,https://t.me/Covid19india_Auxiliary_Test_Data/3100,https://t.me/Covid19india_Auxiliary_Test_Data/3101,7.90%,5.93%,,,72111
21/10/2020 09:00:00,20/10/2020,485536,45848808,97200379,,,,1083608,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_21Oct2020.pdf,https://t.me/Covid19india_Auxiliary_Test_Data/3119,https://t.me/Covid19india_Auxiliary_Test_Data/3117,7.87%,5.76%,,,72924
22/10/2020 09:00:00,21/10/2020,502194,46351002,98670363,,,,1469984,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_22Oct2020.pdf,https://t.me/Covid19india_Auxiliary_Test_Data/3141,,7.81%,5.25%,,,74027
23/10/2020 09:00:00,22/10/2020,477515,46828517,100113085,,,,1442722,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_23Oct2020.pdf,https://t.me/Covid19india_Auxiliary_Test_Data/3162,https://t.me/Covid19india_Auxiliary_Test_Data/3160,7.75%,4.80%,,,75109
24/10/2020 09:00:00,23/10/2020,441068,47269585,101382564,,,,1269479,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_24Oct2020.pdf,https://t.me/Covid19india_Auxiliary_Test_Data/3181,https://t.me/Covid19india_Auxiliary_Test_Data/3179,7.71%,4.48%,,,76062
25/10/2020 09:00:00,24/10/2020,368626,47638211,102523469,,,,1140905,,https://twitter.com/ICMRDELHI/status/1320208228383256579?s=20,https://t.me/Covid19india_Auxiliary_Test_Data/3201,https://t.me/Covid19india_Auxiliary_Test_Data/3199,7.67%,4.23%,,,76918
26/10/2020 09:00:00,25/10/2020,206259,47844470,103462778,,,,939309,,http://twitter.com/ICMRDELHI/status/1320569378073554945,https://t.me/Covid19india_Auxiliary_Test_Data/3218,https://t.me/Covid19india_Auxiliary_Test_Data/3236,7.65%,4.29%,,,77622
27/10/2020 09:00:00,26/10/2020,342295,48186765,104420894,,,,958116,,http://twitter.com/ICMRDELHI/status/1320932027005165570,https://t.me/Covid19india_Auxiliary_Test_Data/3241,https://t.me/Covid19india_Auxiliary_Test_Data/3239,7.61%,4.11%,,,78341
28/10/2020 09:00:00,27/10/2020,471156,48657921,105487680,,,,1066786,,http://twitter.com/ICMRDELHI/status/1321290607042637825,https://t.me/Covid19india_Auxiliary_Test_Data/3267,https://t.me/Covid19india_Auxiliary_Test_Data/3265,7.57%,4.16%,,,79141
29/10/2020 09:00:00,28/10/2020,485050,49142971,106563440,,,,1075760,,http://twitter.com/ICMRDELHI/status/1321659225051865090,https://t.me/Covid19india_Auxiliary_Test_Data/3288,https://t.me/Covid19india_Auxiliary_Test_Data/3291,7.54%,4.33%,,,79949
30/10/2020 09:00:00,29/10/2020,480554,49623525,107728088,,,,1164648,,http://twitter.com/ICMRDELHI/status/1322020841295552515,https://t.me/Covid19india_Auxiliary_Test_Data/3321,,7.51%,4.32%,,,80822
31/10/2020 09:00:00,30/10/2020,417053,50040578,108796064,,,,1067976,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_31Oct2020.pdf,https://t.me/Covid19india_Auxiliary_Test_Data/3349,,7.48%,4.34%,,,81624
01/11/2020 09:00:00,31/10/2020,455151,50495729,109887303,,,,1091239,,http://twitter.com/ICMRDELHI/status/1322743671599501313,https://t.me/Covid19india_Auxiliary_Test_Data/3390,,7.45%,4.25%,,,82442
02/11/2020 09:00:00,1/11/2020,287501,50783230,110743103,,,,855800,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_02Nov2020.pdf,https://t.me/Covid19india_Auxiliary_Test_Data/3419,,7.43%,4.48%,,,83084
03/11/2020 09:00:00,2/11/2020,509065,51292295,111789350,,,,1046247,,http://twitter.com/ICMRDELHI/status/1323472917510811649,https://t.me/Covid19india_Auxiliary_Test_Data/3461,,7.40%,4.41%,,,83869
04/11/2020 09:00:00,3/11/2020,491598,51783893,112998959,,,,1209609,,http://twitter.com/ICMRDELHI/status/1323831899815469056,,,7.36%,4.25%,,,84777
05/11/2020 09:00:00,4/11/2020,469345,52253238,114208384,,,,1209425,,http://twitter.com/ICMRDELHI/status/1324191902778880000,,,7.32%,4.25%,,,85684
06/11/2020 09:00:00,5/11/2020,481437,52734675,115429095,,,,1220711,,http://twitter.com/ICMRDELHI/status/1324573683118006275,,,7.29%,4.14%,,,86600
07/11/2020 09:00:00,6/11/2020,485998,53220673,116542304,,,,1113209,,http://twitter.com/ICMRDELHI/status/1324920723220037632,,,7.26%,4.17%,,,87435
08/11/2020 09:00:00,7/11/2020,458271,53678944,117736791,,,,1194487,,http://twitter.com/ICMRDELHI/status/1325288495703732224,,,7.23%,3.97%,,,88331
09/11/2020 09:00:00,8/11/2020,273283,53952227,118572192,,,,835401,,http://twitter.com/ICMRDELHI/status/1325646872417988608,,,7.21%,4.23%,,,88958
10/11/2020 09:00:00,9/11/2020,506379,54458606,119615857,,,,1043665,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_10Nov2020.pdf,,,7.18%,4.20%,,,89741
11/11/2020 09:00:00,10/11/2020,480849,54939455,120769151,,,,1153294,,http://twitter.com/ICMRDELHI/status/1326365809195716609,,,7.15%,4.15%,,,90606
12/11/2020 09:00:00,11/11/2020,477723,55417178,121962509,,,,1193358,,https://twitter.com/ICMRDELHI/status/1326732107004084224,,,7.12%,4.18%,,,91502
13/11/2020 09:00:00,12/11/2020,462600,55879778,123101739,,,,1139230,,http://twitter.com/ICMRDELHI/status/1327091930115710976,,,7.09%,4.08%,,,92356
14/11/2020 09:00:00,13/11/2020,433736,56313514,124031230,,,,929491,,http://twitter.com/ICMRDELHI/status/1327452240676753408,,,7.07%,4.23%,,,93054
15/11/2020 09:00:00,14/11/2020,213948,56527462,124836819,,,,805589,,http://twitter.com/ICMRDELHI/status/1327818555035828224,,,7.06%,4.17%,,,93658
16/11/2020 09:00:00,15/11/2020,207819,56735281,125698525,,,,861706,,https://twitter.com/ICMRDELHI/status/1328175103880822784?s=20,,,7.04%,4.19%,,,94305
